,vo1000_cluster1,vo1000_cluster2,vo1000_cluster3,vo1000_cluster4,vo1000_cluster5,vo1000_cluster6
1965-01-01,-4.0305582e-05,1.0803051e-06,1.9969571e-05,5.513226e-06,3.7095451e-06,-1.0105286e-06
1965-02-01,-1.4452868e-05,1.8295395e-07,4.254696e-05,6.114453e-06,7.406641e-06,2.2781751e-07
1965-03-01,2.6726637e-05,2.8480863e-06,3.4506684e-05,2.5721602e-05,-2.8693852e-05,-4.4519402e-07
1965-04-01,5.662642e-05,4.364614e-06,2.1800173e-05,3.427337e-05,-6.08954e-06,-1.88993e-06
1965-05-01,8.4336665e-05,5.468355e-06,3.6911588e-05,3.0504489e-05,-3.966847e-05,-1.2846605e-05
1965-06-01,9.040276e-05,1.1790107e-06,4.6863224e-05,2.525498e-05,-5.9158956e-05,-1.0621174e-05
1965-07-01,8.98823e-05,5.988819e-06,4.5499248e-05,1.7609535e-05,-6.266761e-05,-1.2137694e-05
1965-08-01,6.875862e-05,2.5609334e-06,5.7196157e-06,1.4199599e-05,-5.3658187e-05,-1.1976175e-05
1965-09-01,6.901885e-05,3.655703e-06,1.4253441e-05,1.1202443e-05,-6.150106e-05,-1.4569523e-05
1965-10-01,6.7605433e-06,4.885078e-06,3.7633872e-06,1.1965189e-05,-2.464679e-05,-8.53034e-06
1965-11-01,-4.854329e-05,-1.4009129e-07,4.3875043e-05,7.056675e-06,-1.3465775e-05,4.624846e-06
1965-12-01,-4.4298802e-05,2.103283e-06,5.26332e-05,1.55546e-05,-6.663846e-06,-1.916851e-06
1966-01-01,-2.9998911e-05,5.190086e-07,1.5411364e-05,1.7089606e-05,-1.0324384e-05,-2.5493864e-07
1966-02-01,-1.854451e-05,2.718647e-06,3.4238623e-05,1.5729089e-05,-3.2529606e-06,9.507894e-07
1966-03-01,2.7843384e-05,5.415237e-06,2.7468632e-05,2.928537e-05,-1.2491433e-05,-6.6227585e-07
1966-04-01,4.430807e-05,4.3154178e-06,3.1973814e-05,2.262943e-05,-1.5204318e-05,-5.941405e-06
1966-05-01,0.00012919775,3.965106e-06,4.3542273e-05,7.5904354e-06,-4.3644803e-05,-1.2084092e-05
1966-06-01,0.0001001544,3.1748677e-06,4.1904765e-05,1.5338042e-05,-5.6516757e-05,-1.3746041e-05
1966-07-01,9.2097216e-05,3.6799684e-06,2.158664e-05,1.1843065e-05,-6.2203224e-05,-1.3998593e-05
1966-08-01,7.388096e-05,2.3276007e-06,1.0221851e-05,2.5154939e-05,-5.3535026e-05,-1.3501638e-05
1966-09-01,4.492723e-05,5.5455857e-06,2.517938e-05,3.1093958e-05,-4.911131e-05,-1.2963948e-05
1966-10-01,-1.5082118e-05,2.2542772e-06,3.5330297e-05,1.5362482e-05,-4.3001208e-05,-9.322328e-06
1966-11-01,-1.1913013e-05,1.3499848e-06,4.5872257e-05,8.869483e-06,-2.4100627e-05,9.4264396e-07
1966-12-01,-6.86229e-05,8.204406e-07,4.2646123e-05,2.0413501e-05,-8.206214e-06,1.4477446e-06
1967-01-01,-4.809563e-05,2.1845844e-06,3.927115e-05,1.0055774e-06,-9.781932e-06,1.5429468e-06
1967-02-01,-2.1596054e-05,3.6763886e-06,4.2334967e-05,9.595482e-06,-1.0624077e-05,-1.3020326e-08
1967-03-01,1.8032997e-05,5.408805e-06,4.7443995e-05,2.0519337e-05,-1.9382409e-05,-5.8247315e-07
