,vo1000_cluster1,vo1000_cluster2,vo1000_cluster3,vo1000_cluster4,vo1000_cluster5,vo1000_cluster6,vo1000_cluster7,vo1000_cluster8
1965-01-01,9.8115415e-06,9.961857e-05,-8.84665e-05,-1.8176877e-05,4.893611e-05,-3.1372547e-06,3.1339026e-05,1.1341472e-06
1965-02-01,1.8506886e-05,0.000107308886,-9.251355e-05,-1.8679399e-05,5.9650498e-05,-4.1692037e-06,-1.291839e-05,9.726209e-07
1965-03-01,1.8318446e-05,9.749185e-05,-7.683681e-05,-1.5206642e-05,5.044366e-05,-5.228081e-06,1.5563572e-05,1.2149103e-06
1965-04-01,1.3293269e-05,7.797443e-05,-7.475494e-05,-5.40755e-06,5.1170515e-05,-5.2908945e-06,0.000102400365,1.2014061e-07
1965-05-01,1.4199599e-05,0.00010957918,-9.4299285e-05,-3.0834126e-06,5.6294397e-05,-5.093483e-06,8.5826265e-05,2.1884625e-07
1965-06-01,1.6164799e-05,0.00011505303,-8.506553e-05,-6.9151065e-06,5.3808733e-05,-8.270108e-06,0.00012840563,-1.5804108e-07
1965-07-01,1.7878745e-05,0.00014182106,-0.000100275654,-1.2362034e-05,4.9689887e-05,-9.257194e-06,0.00014860503,-5.528782e-07
1965-08-01,1.6882681e-05,0.00012615329,-9.134699e-05,-1.1787728e-05,4.641455e-05,-7.7316945e-06,0.00012639558,3.175519e-07
1965-09-01,1.443291e-05,8.4273845e-05,-7.26013e-05,-1.0001997e-05,4.5050572e-05,-6.5471904e-06,5.0102666e-05,4.4318585e-07
1965-10-01,1.13819115e-05,8.063957e-05,-6.689414e-05,-1.45605445e-05,4.98873e-05,-2.1322194e-06,3.2608732e-06,-1.1317752e-07
1965-11-01,1.3741948e-05,7.884487e-05,-7.4010146e-05,-9.0418325e-06,5.2444757e-05,-3.334666e-06,-1.0549382e-05,7.662311e-07
1965-12-01,1.0538402e-05,7.402608e-05,-9.065604e-05,-1.8114064e-05,5.3916418e-05,-4.573012e-06,-6.0805687e-06,1.4302714e-06
1966-01-01,9.016123e-06,6.579119e-05,-8.066387e-05,-2.0385683e-05,5.559954e-05,-5.037109e-06,-9.297888e-06,1.4314501e-06
1966-02-01,1.3553894e-05,0.000106981424,-9.4790434e-05,-1.9693209e-05,5.3399905e-05,-3.8476755e-06,-1.32409405e-05,6.16772e-07
1966-03-01,1.7097753e-05,8.8194894e-05,-9.175167e-05,-1.26706655e-05,5.3188087e-05,-5.1348725e-06,2.3044919e-05,2.9090006e-07
1966-04-01,1.8213865e-05,9.398727e-05,-8.351526e-05,-7.904786e-06,5.9697384e-05,-5.8192018e-06,7.512742e-05,1.545508e-06
1966-05-01,1.5712796e-05,9.4565694e-05,-7.5906144e-05,4.5383422e-07,5.405165e-05,-5.745882e-06,6.860998e-05,3.1534e-07
1966-06-01,1.302435e-05,0.000116529474,-7.840721e-05,-6.1043393e-06,5.563213e-05,-5.4525954e-06,8.435775e-05,-3.526984e-07
1966-07-01,1.6209751e-05,9.8541335e-05,-8.358044e-05,-1.1904864e-05,4.5163488e-05,-9.525997e-06,0.00013814293,8.722782e-08
1966-08-01,1.8702673e-05,9.985297e-05,-7.44886e-05,-1.3200206e-05,3.9053386e-05,-8.65429e-06,0.00013691277,2.82751e-07
1966-09-01,1.4767767e-05,9.624394e-05,-7.198753e-05,-5.4525954e-06,4.6418092e-05,-6.813112e-06,7.313146e-05,1.7684215e-07
1966-10-01,9.700456e-06,6.6043736e-05,-5.641085e-05,-1.759948e-05,4.7354977e-05,-3.2285207e-06,2.4902389e-05,1.9313666e-07
1966-11-01,1.42219305e-05,5.0564817e-05,-4.803593e-05,-1.0218475e-05,3.807577e-05,-3.318135e-06,-8.007737e-07,5.4344855e-07
1966-12-01,1.0702512e-05,9.4516814e-05,-8.063129e-05,-1.6019e-05,4.446286e-05,-4.1246676e-06,-8.255098e-06,1.219636e-06
1967-01-01,8.8736415e-06,0.00012858691,-0.00011304525,-2.0585481e-05,5.6860004e-05,-3.341509e-06,-3.0586983e-05,2.2567692e-06
1967-02-01,1.4704508e-05,8.461879e-05,-8.258357e-05,-1.3872359e-05,5.5921613e-05,-6.2609506e-06,3.336008e-05,2.2006243e-06
1967-03-01,1.6557233e-05,9.7307144e-05,-9.034736e-05,-8.699168e-06,4.6208843e-05,-3.6222227e-06,4.417967e-05,1.6953381e-06
1967-04-01,1.5819352e-05,0.00010196703,-9.322671e-05,-4.087411e-06,5.0820603e-05,-5.66744e-06,3.6103076e-05,9.4943607e-07
1967-05-01,1.4135057e-05,0.000103025726,-9.195948e-05,-6.7100955e-06,5.159859e-05,-4.368125e-06,6.208934e-05,3.0779847e-07
1967-06-01,1.579529e-05,7.134494e-05,-7.6070966e-05,-9.092171e-06,5.3106432e-05,-7.27153e-06,0.000104621795,5.323709e-07
1967-07-01,1.808914e-05,0.00015061909,-0.0001054579,-1.457816e-05,5.1927425e-05,-9.212479e-06,0.00016974786,7.2486e-07
1967-08-01,1.8939309e-05,0.00012357412,-9.002655e-05,-1.2332435e-05,5.0251154e-05,-1.02792e-05,0.00015992281,6.6069697e-07
1967-09-01,1.4183181e-05,7.8643556e-05,-5.7254983e-05,-9.212479e-06,3.5774236e-05,-5.041842e-06,5.8512218e-05,9.4943607e-07
1967-10-01,1.2001616e-05,7.2082825e-05,-6.791417e-05,-1.245274e-05,4.758836e-05,-4.0633495e-06,3.798788e-05,3.6393976e-07
1967-11-01,1.2129945e-05,7.8443045e-05,-6.660683e-05,-9.93432e-06,5.329892e-05,-3.4297336e-06,8.969888e-06,6.125738e-07
1967-12-01,1.0084728e-05,0.00010637828,-9.661937e-05,-1.8780876e-05,4.9585455e-05,-2.8041359e-06,1.385434e-05,1.5750302e-06
1968-01-01,1.1958131e-05,8.727793e-05,-9.095287e-05,-1.8275874e-05,5.087429e-05,-3.954505e-06,-1.2050405e-05,2.4477704e-06
1968-02-01,1.6871505e-05,2.6809921e-05,-3.092223e-05,-1.3325276e-05,5.115346e-05,-4.3267282e-06,6.104885e-06,9.681753e-07
1968-03-01,1.7997485e-05,8.016842e-05,-8.147973e-05,-1.2431934e-05,4.871538e-05,-4.484922e-06,2.6958813e-05,8.006755e-07
1968-04-01,1.5764133e-05,8.158288e-05,-8.9910645e-05,-7.955925e-06,4.663092e-05,-6.0761886e-06,5.0027476e-05,-2.4155452e-07
1968-05-01,1.31399465e-05,9.275894e-05,-7.582192e-05,-3.777699e-06,5.0167062e-05,-6.0668826e-06,8.980906e-05,-9.2666596e-08
1968-06-01,1.4172871e-05,0.00010456779,-7.201591e-05,-5.6109056e-06,5.1739713e-05,-5.1456227e-06,8.348123e-05,6.5527274e-08
1968-07-01,1.773693e-05,0.00013788196,-9.489846e-05,-1.5791273e-05,4.8436214e-05,-8.998155e-06,0.00013257776,7.07616e-07
