experiment,model,n_clusters,n_features,MSE_mlp,MSE_mlp_noFS,MSE_lgbm,MSE_lgbm_noFS,MSE_pi-lgbm,MSE_pi-lgbm_noFS,MSE_mlp_TS,MSE_mlp_noFS_TS,MSE_lgbm_TS,MSE_lgbm_noFS_TS,MSE_pi-lgbm_TS,MSE_pi-lgbm_noFS_TS,MSE_S_mlp,MSE_S_mlp_noFS,MSE_S_lgbm,MSE_S_lgbm_noFS,MSE_S_pi-lgbm,MSE_S_pi-lgbm_noFS,MSE_Y_mlp,MSE_Y_mlp_noFS,MSE_Y_lgbm,MSE_Y_lgbm_noFS,MSE_Y_pi-lgbm,MSE_Y_pi-lgbm_noFS,MSE_Y_mlp_TS,MSE_Y_mlp_noFS_TS,MSE_Y_lgbm_TS,MSE_Y_lgbm_noFS_TS,MSE_Y_pi-lgbm_TS,MSE_Y_pi-lgbm_noFS_TS,R2_mlp,R2_mlp_noFS,R2_lgbm,R2_lgbm_noFS,R2_pi-lgbm,R2_pi-lgbm_noFS,R2_mlp_TS,R2_mlp_noFS_TS,R2_lgbm_TS,R2_lgbm_noFS_TS,R2_pi-lgbm_TS,R2_pi-lgbm_noFS_TS,R2_S_mlp,R2_S_mlp_noFS,R2_S_lgbm,R2_S_lgbm_noFS,R2_S_pi-lgbm,R2_S_pi-lgbm_noFS,R2_Y_mlp,R2_Y_mlp_noFS,R2_Y_lgbm,R2_Y_lgbm_noFS,R2_Y_pi-lgbm,R2_Y_pi-lgbm_noFS,R2_Y_mlp_TS,R2_Y_mlp_noFS_TS,R2_Y_lgbm_TS,R2_Y_lgbm_noFS_TS,R2_Y_pi-lgbm_TS,R2_Y_pi-lgbm_noFS_TS,R_mlp,R_mlp_noFS,R_lgbm,R_lgbm_noFS,R_pi-lgbm,R_pi-lgbm_noFS,R_mlp_TS,R_mlp_noFS_TS,R_lgbm_TS,R_lgbm_noFS_TS,R_pi-lgbm_TS,R_pi-lgbm_noFS_TS,R_S_mlp,R_S_mlp_noFS,R_S_lgbm,R_S_lgbm_noFS,R_S_pi-lgbm,R_S_pi-lgbm_noFS,R_Y_mlp,R_Y_mlp_noFS,R_Y_lgbm,R_Y_lgbm_noFS,R_Y_pi-lgbm,R_Y_pi-lgbm_noFS,R_Y_mlp_TS,R_Y_mlp_noFS_TS,R_Y_lgbm_TS,R_Y_lgbm_noFS_TS,R_Y_pi-lgbm_TS,R_Y_pi-lgbm_noFS_TS
test1_linreg_nc10_nv8_nd9_noTS,linreg,10,21,0.654900527531392,0.6961049050636418,0.7206805978313637,0.7425393171254521,0.8316983593217527,0.8385248619940047,0.654900527531392,0.6961049050636418,0.7206805978313637,0.7425393171254521,0.8316983593217527,0.8385248619940047,0.0003701803147691,0.0009451565827477,0.0013602579098208,0.0015493512983287,0.0109874112761482,0.0035048692238622,1.121260757657773,1.4980901322742868,1.101945840659299,1.3129951274216825,3.002341435304737,1.6977170345450057,1.1212607643786403,1.49809011265399,1.1019458406592983,1.3129951274216825,3.002341435304738,1.6977170345450052,0.216998432910851,0.1677343220690136,0.1383515301174444,0.1122171620076057,0.0056182712981696,-0.0025435213182753,0.8552716845104977,0.8461658128546681,0.8407347611655405,0.835904141110742,0.8162006327987723,0.8146920247111231,0.9998801525336812,0.9996940014981957,0.9995596106612696,0.9994983908648458,0.9964427784236172,0.9988652835402104,0.2045449065537062,-0.0627888455210954,0.2182474721710235,0.0685229509329538,-1.129948605324271,-0.2044099939610513,0.9243370954300172,0.8989085743192059,0.9256404704134118,0.9113988215916816,0.7974013889339521,0.885437709003581,0.4658536196530893,0.4192961794022564,0.3898966198542903,0.3449389045043884,0.1666755299509232,0.0171202455203039,0.9249336238750164,0.9198966432524868,0.9172859730912022,0.91455633821931,0.9048329271622948,0.9028530105258524,0.9999441214487071,0.9998628832690444,0.9998001011338729,0.9997982968648392,0.9999165620748698,0.9999143826087142,0.4679815012025244,0.3579536348241927,0.4806818990092586,0.3276465169780164,0.0701567631611229,0.0015294402141063,0.961556330146478,0.949536220991858,0.96302653927509,0.95640036447788,0.9482627802239268,0.9518107656302912
test2_linreg_nc10_nv8_nd9_noTS,linreg,10,16,0.628293474024863,0.7012733379972113,0.702610741985742,0.7425393171254521,0.8396469839905244,0.8385248619940047,0.628293474024863,0.7012733379972113,0.702610741985742,0.7425393171254521,0.8396469839905244,0.8385248619940047,0.0004162773445425,0.0010805156960937,0.0013554115308507,0.0015493512983287,0.0109418831400559,0.0035048692238622,1.4356179469007702,1.5250183437560452,1.269774098656204,1.3129951274216825,3.200437151730681,1.6977170345450057,1.4356179192899854,1.5250183179213803,1.2697740986562036,1.3129951274216825,3.200437151730681,1.6977170345450052,0.2488099275049496,0.1615549239524254,0.1599559186457749,0.1122171620076057,-0.003885134654658,-0.0025435213182753,0.8611516523411152,0.8450236262770887,0.8447280695959565,0.835904141110742,0.814444043804859,0.8146920247111231,0.9998652284223692,0.9996501784040696,0.99956117969727,0.9994983908648458,0.9964575183531574,0.9988652835402104,-0.0184692546367311,-0.0818925043571621,0.0991852096811388,0.0685229509329538,-1.2704834858547147,-0.2044099939610513,0.9031242106412328,0.8970914535475569,0.9143153854087624,0.9113988215916816,0.7840338496747286,0.885437709003581,0.4988334523679709,0.4048475127517669,0.4170760994398453,0.3449389045043884,0.0972078779693826,0.0171202455203039,0.9280620146236128,0.919407959767434,0.9194076496488746,0.91455633821931,0.9038947654316154,0.9028530105258524,0.999950165166534,0.9998492051319368,0.999791976963272,0.9997982968648392,0.9999300725757114,0.9999143826087142,0.3594631133066631,0.3326685305430252,0.3677146178263325,0.3276465169780164,-0.0710097118769305,0.0015294402141063,0.9506243333439188,0.9475908961829752,0.956614736767713,0.95640036447788,0.941667222149631,0.9518107656302912
test3_linreg_nc10_nv8_nd9_noTS,linreg,10,15,0.6503685677365749,0.6898275327602523,0.7028329109876803,0.7425393171254521,0.8407084093858253,0.8385248619940047,0.6503685677365749,0.6898275327602522,0.7028329109876803,0.7425393171254521,0.8407084093858253,0.8385248619940047,0.0005980391560757,0.0003583614973723,0.0013246402077245,0.0015493512983287,0.0140270836987717,0.0035048692238622,1.332849211739955,1.413003368284902,1.294221891491392,1.3129951274216825,3.635465113054845,1.6977170345450057,1.3328492149968216,1.4130033708206444,1.2942218914913912,1.3129951274216825,3.635465113054845,1.6977170345450052,0.2224168613166166,0.1752395723232521,0.159690292540186,0.1122171620076057,-0.0051541789032578,-0.0025435213182753,0.8562732150932297,0.8475530670726401,0.8446789718413314,0.835904141110742,0.814209476411764,0.8146920247111231,0.9998063822554696,0.9998839789265588,0.9995711420452522,0.9994983908648458,0.9954586714256052,0.9988652835402104,0.0544378842891586,-0.002425812802816,0.0818412321973521,0.0685229509329538,-1.5791050132411946,-0.2044099939610513,0.9100590637215716,0.9046502449742696,0.9126656433728314,0.9113988215916816,0.7546780743112832,0.885437709003581,0.4717125334914274,0.4215525698219233,0.4162433589529388,0.3449389045043884,0.1136725748065171,0.0171202455203039,0.9254431116073548,0.9207079089995304,0.9194065235245648,0.91455633821931,0.9041250513962876,0.9028530105258524,0.999932294592496,0.9999490332398568,0.9998026740534603,0.9997982968648392,0.9999279163262378,0.9999143826087142,0.3945996861088454,0.3797401477260942,0.361116565345787,0.3276465169780164,-0.0780226996619592,0.0015294402141063,0.9552048925879932,0.9514626586998244,0.9559879036739248,0.95640036447788,0.942436151973404,0.9518107656302912
test4_linreg_nc10_nv8_nd9_noTS,linreg,10,17,0.6558819515090737,0.6910438621454736,0.719312236043008,0.7425393171254521,0.8381583216891867,0.8385248619940047,0.6558819515090736,0.6910438621454736,0.719312236043008,0.7425393171254521,0.8381583216891868,0.8385248619940047,0.000511474766242,0.0003852727036094,0.0011252601343993,0.0015493512983287,0.0026288722648683,0.0035048692238622,1.6131489471524447,1.3904569514608842,1.2624203919034638,1.3129951274216825,1.620739769214057,1.6977170345450057,1.6131489502004044,1.3904569288201816,1.2624203919034631,1.3129951274216825,1.6207397692140575,1.6977170345450052,0.215825038662109,0.1737853242738347,0.1399875486875716,0.1122171620076057,-0.0021052843326438,-0.0025435213182753,0.8550547968564195,0.8472842670097251,0.8410371592982087,0.835904141110742,0.814773027487339,0.8146920247111231,0.9998344078483526,0.9998752663079932,0.9996356922000528,0.9994983908648458,0.9991488913168796,0.9988652835402104,-0.1444149255525697,0.0135692730673898,0.1044021437905577,0.0685229509329538,-0.1498000761797684,-0.2044099939610513,0.8911443805457514,0.9061716834689262,0.9148116150370028,0.9113988215916816,0.8906321505338894,0.885437709003581,0.4683149003153525,0.420195455245632,0.395972712120574,0.3449389045043884,0.0085959024810603,0.0171202455203039,0.9247120297538948,0.9205408916428568,0.9174513539845855,0.91455633821931,0.902859648618712,0.9028530105258524,0.9999257415122068,0.9999487225938984,0.9998583654721488,0.9997982968648392,0.9999188512788992,0.9999143826087142,0.3060963030735399,0.3724544619695341,0.3797404452478531,0.3276465169780164,-0.0699937770374435,0.0015294402141063,0.9440494895752534,0.952224349578047,0.9578191866387806,0.95640036447788,0.951766099109746,0.9518107656302912
test5_linreg_nc10_nv8_nd9_noTS,linreg,10,18,0.6432779492963817,0.6861317342619981,0.7156078035316072,0.7425393171254521,0.8370254843879569,0.8385248619940047,0.6432779492963817,0.6861317342619981,0.7156078035316072,0.7425393171254521,0.8370254843879569,0.8385248619940047,0.0006387818332246,0.0010690180528324,0.0008717406988372,0.0015493512983287,0.0065071044338641,0.0035048692238622,1.3015275469547678,1.4936223218766644,1.3206083512641276,1.3129951274216825,2.413840118537952,1.6977170345450057,1.3015275671748583,1.4936223174051908,1.3206083512641271,1.3129951274216825,2.4138401185379514,1.6977170345450052,0.2308944317519776,0.1796582830955381,0.144416582318887,0.1122171620076057,-0.0007508597371048,-0.0025435213182753,0.8578401908696828,0.848369812011077,0.8418558122915731,0.835904141110742,0.8150233763990259,0.8146920247111231,0.9997931916388092,0.999653900815442,0.9997177702058312,0.9994983908648458,0.997893297000526,0.9988652835402104,0.0766583870744697,-0.059619250479916,0.0631219078288769,0.0685229509329538,-0.7124486021137157,-0.2044099939610513,0.9121726548909204,0.8992100620518436,0.9108850796974132,0.9113988215916816,0.837113577556293,0.885437709003581,0.4807962182026797,0.4256335674954224,0.3944745873166322,0.3449389045043884,0.0876090707433219,0.0171202455203039,0.9263148942418812,0.9212109098611394,0.9178059601753914,0.91455633821931,0.9036942617896864,0.9028530105258524,0.999909439276255,0.9998380585974576,0.99987773970899,0.9997982968648392,0.999930318742271,0.9999143826087142,0.4486578019362247,0.362077318480269,0.3344571495588367,0.3276465169780164,0.0121521391624584,0.0015294402141063,0.9559087326269484,0.9484629594281366,0.9551154653289728,0.95640036447788,0.946764874225777,0.9518107656302912
test1_lgbm_nc10_nv8_nd9_noTS,lgbm,10,18,0.6690880285424083,0.6751762239680237,0.7025766007383835,0.7425393171254521,0.8399092807601682,0.8385248619940047,0.6690880285424083,0.6751762239680235,0.7025766007383834,0.7425393171254521,0.8399092807601684,0.8385248619940047,0.0006446435212744,0.00075190045953,0.0012880143353555,0.0015493512983287,0.0045057132633195,0.0035048692238622,1.6267910117126143,1.6373290514312728,1.3200957809325755,1.3129951274216825,1.8361164617177752,1.6977170345450057,1.626790992351137,1.63732905031674,1.3200957809325748,1.3129951274216825,1.8361164617177743,1.6977170345450052,0.2000358026216702,0.1927567329636093,0.1599967380512575,0.1122171620076057,-0.004198737672276,-0.0025435213182753,0.8521363486296887,0.8507909011437299,0.8447356145665454,0.835904141110742,0.8143860781016217,0.8146920247111231,0.9997912938921354,0.9997565689978548,0.9995829998286891,0.9994983908648458,0.9985412559851956,0.9988652835402104,-0.1540930041488264,-0.1615689969648566,0.0634855401759449,0.0685229509329538,-0.3025945852996436,-0.2044099939610513,0.8902238127651044,0.8895127024689672,0.9109196680477004,0.9113988215916816,0.8760984874920564,0.885437709003581,0.4521004689786775,0.4421140906559676,0.4187972680743642,0.3449389045043884,0.0153049748915716,0.0171202455203039,0.9231596914898708,0.922483989128266,0.9194900995244962,0.91455633821931,0.9027383586425186,0.9028530105258524,0.9998967899430592,0.9998941823181418,0.9998167830951784,0.9997982968648392,0.9999077571600667,0.9999143826087142,0.2800507504995502,0.3011663449909542,0.339191263673828,0.3276465169780164,-0.0082622764523516,0.0015294402141063,0.9437657244961584,0.9435793778088885,0.955340164694542,0.95640036447788,0.9501350319460422,0.9518107656302912
test2_lgbm_nc10_nv8_nd9_noTS,lgbm,10,19,0.6764339438917892,0.722710362297074,0.7021602749633764,0.7425393171254521,0.8395021408800771,0.8385248619940047,0.6764339438917892,0.722710362297074,0.7021602749633762,0.7425393171254521,0.839502140880077,0.8385248619940047,0.0006397691220108,0.0017530026917081,0.0009952078377859,0.0015493512983287,0.0045050737483511,0.0035048692238622,1.4585268136802745,1.77413251200262,1.3124145949144324,1.3129951274216825,1.835277381704556,1.6977170345450057,1.4585268026638587,1.774132479138233,1.312414594914432,1.3129951274216825,1.835277381704556,1.6977170345450052,0.1912529982285346,0.1359247359851144,0.1604944987348211,0.1122171620076057,-0.003711959679689,-0.0025435213182753,0.8505129540689117,0.8402861977889464,0.8448276195742963,0.835904141110742,0.8144760530925357,0.8146920247111231,0.9997928719998258,0.9994324578518384,0.999677797189476,0.9994983908648458,0.9985414630309124,0.9988652835402104,-0.0347214730795717,-0.2586213630352398,0.068934797630209,0.0685229509329538,-0.3019993174587192,-0.2044099939610513,0.9015783145289374,0.880281179250991,0.911437996043416,0.9113988215916816,0.876155108782111,0.885437709003581,0.4382801583621047,0.3961171459867417,0.4190551430910241,0.3449389045043884,0.0196457620744332,0.0171202455203039,0.9223902937543468,0.9167213580900764,0.9195780569371674,0.91455633821931,0.9027881214904836,0.9028530105258524,0.9999222397978612,0.999785782272668,0.999847565742508,0.9997982968648392,0.9999073759152876,0.9999143826087142,0.375665087809104,0.2756141011655176,0.337105098679523,0.3276465169780164,-0.0077506368760879,0.0015294402141063,0.9500086385561276,0.941653271463378,0.9547455912952628,0.95640036447788,0.9501216318248482,0.9518107656302912
test3_lgbm_nc10_nv8_nd9_noTS,lgbm,10,7,0.6735358403046836,0.6832523066437993,0.6991335527160494,0.7425393171254521,0.8350699893726858,0.8385248619940047,0.6735358403046835,0.6832523066437993,0.6991335527160494,0.7425393171254521,0.8350699893726858,0.8385248619940047,0.0006459597629191,0.0005646284824387,0.0017095839573376,0.0015493512983287,0.0105692659935368,0.0035048692238622,1.360782054297074,1.48918542310889,1.2575838739268188,1.3129951274216825,3.1948178121770434,1.6977170345450057,1.3607820385786675,1.4891854201432244,1.257583873926818,1.3129951274216825,3.1948178121770434,1.6977170345450052,0.1947179819243701,0.183100937731759,0.1641132593910905,0.1122171620076057,0.001587137557177,-0.0025435213182753,0.8511534141581056,0.8490061448452049,0.8454965034641314,0.835904141110742,0.8154555267602038,0.8146920247111231,0.9997908677532514,0.9998171991045124,0.999446514853514,0.9994983908648458,0.996578154754218,0.9988652835402104,0.0346215108588533,-0.0564715850507751,0.1078333107450699,0.0685229509329538,-1.266496962435236,-0.2044099939610513,0.9081741511016116,0.8995094647820417,0.915137984254355,0.9113988215916816,0.7844130438514094,0.885437709003581,0.441719907753527,0.4311183946088995,0.4210989789369437,0.3449389045043884,0.1240181372481598,0.0171202455203039,0.9227746814988512,0.9214814723232256,0.9198444785073944,0.91455633821931,0.9043762170605902,0.9028530105258524,0.9999411487614688,0.9999095466072876,0.9997325409192652,0.9997982968648392,0.9999277307653344,0.9999143826087142,0.3254481294644417,0.3411195918747689,0.3630759971504484,0.3276465169780164,0.0339979407786038,0.0015294402141063,0.9559695116057896,0.9489190025049996,0.9585699991906084,0.95640036447788,0.9397152224507112,0.9518107656302912
test4_lgbm_nc10_nv8_nd9_noTS,lgbm,10,12,0.6695317915022209,0.6859456835716256,0.7038364356995823,0.7425393171254521,0.8352868509300981,0.8385248619940047,0.6695317915022209,0.6859456835716254,0.7038364356995823,0.7425393171254521,0.8352868509300981,0.8385248619940047,0.0005858031313099,0.0004332405566087,0.0008384823204162,0.0015493512983287,0.002440515476049,0.0035048692238622,1.2581732181002137,1.4460202973386769,1.162188901916469,1.3129951274216825,1.7591771771434423,1.6977170345450057,1.2581731963940594,1.446020304231006,1.1621889019164682,1.3129951274216825,1.7591771771434437,1.6977170345450052,0.1995052379353672,0.179880726010142,0.1584904745693656,0.1122171620076057,0.0013278570524944,-0.0025435213182753,0.8520382802010489,0.8484109278781153,0.844457200083637,0.835904141110742,0.8154076019127204,0.8146920247111231,0.9998103437210244,0.9998597365096292,0.9997285377486438,0.9994983908648458,0.9992098726359916,0.9988652835402104,0.1074152127947778,-0.0258489855183601,0.1755092869678639,0.0685229509329538,-0.2480116121751647,-0.2044099939610513,0.9150982166543314,0.9024222555884054,0.9215752563796088,0.9113988215916816,0.8812903660731788,0.885437709003581,0.452465663812596,0.4262255224460353,0.4284778822879386,0.3449389045043884,0.0723905192068858,0.0171202455203039,0.9230894515118824,0.9211485548064072,0.9194107655046924,0.91455633821931,0.9034343987335044,0.9028530105258524,0.9999176439611372,0.9999367180096786,0.9998685385955024,0.9997982968648392,0.999929239319184,0.9999143826087142,0.4839920902166725,0.3879703361852112,0.4252365193409585,0.3276465169780164,-0.0173526680162505,0.0015294402141063,0.957163656174104,0.9512034582423748,0.9601260375818308,0.95640036447788,0.9488391479873912,0.9518107656302912
test5_lgbm_nc10_nv8_nd9_noTS,lgbm,10,14,0.6722680696916403,0.7004928055396364,0.6988698589653509,0.7425393171254521,0.8340155024125367,0.8385248619940047,0.6722680696916402,0.7004928055396364,0.6988698589653508,0.7425393171254521,0.8340155024125367,0.8385248619940047,0.000640222351452,0.0005751542318061,0.0013202801431653,0.0015493512983287,0.0064662141534394,0.0035048692238622,1.5298586094737268,1.6972858907521453,1.1434930533914027,1.3129951274216825,2.3611957150769345,1.6977170345450057,1.5298586127143905,1.6972858997479017,1.1434930533914025,1.3129951274216825,2.3611957150769336,1.6977170345450052,0.1962337333018569,0.1624881315339627,0.1644285326445826,0.1122171620076057,0.0028478861862614,-0.0025435213182753,0.851433582363107,0.8451961183472898,0.8455547778901539,0.835904141110742,0.8156885608089368,0.8146920247111231,0.9997927252648482,0.9998137913479612,0.9995725536348736,0.9994983908648458,0.9979065354043806,0.9988652835402104,-0.0853263300685032,-0.2041041279760909,0.1887726673492752,0.0685229509329538,-0.6751011264364395,-0.2044099939610513,0.8967648294698678,0.8854668020674306,0.9228368560429044,0.9113988215916816,0.8406660326155958,0.885437709003581,0.4438508151102821,0.4077843528059746,0.423029462554929,0.3449389045043884,0.140311490018254,0.0171202455203039,0.9228325851304946,0.919423399077689,0.9200111334615904,0.91455633821931,0.9041220955359596,0.9028530105258524,0.9999140597001692,0.9999074962274256,0.999795057977885,0.9997982968648392,0.9999417224145284,0.9999143826087142,0.3138672799815376,0.2737202069955724,0.4383942122186645,0.3276465169780164,0.0133557046741114,0.0015294402141063,0.9476392500083226,0.9413892333936984,0.960693829936751,0.95640036447788,0.9502568013523568,0.9518107656302912
