,vo600_cluster1,vo600_cluster2,vo600_cluster3,vo600_cluster4,vo600_cluster5,vo600_cluster6,vo600_cluster7,vo600_cluster8,vo600_cluster9
1978-04-01,-6.1672217e-06,-2.8578252e-06,0.00011007834,-6.719104e-05,4.8297366e-05,2.932579e-05,-5.120808e-06,2.3887696e-07,2.7570786e-06
1978-05-01,2.6634953e-06,-1.1441825e-05,0.00019851311,-6.602552e-05,6.3619256e-05,1.5024794e-05,-4.287078e-06,8.856907e-06,1.259167e-05
1978-06-01,4.832891e-06,-1.1169588e-05,9.034961e-05,-3.1076986e-05,0.00012973903,1.93806e-05,-6.77125e-06,2.289169e-06,8.754818e-06
1978-07-01,-2.0666375e-06,-5.8864716e-06,-8.523781e-06,-4.507171e-05,0.00012090831,7.1809445e-06,-7.826169e-06,5.453934e-06,1.5152407e-05
1978-08-01,-3.870209e-06,-1.0761232e-05,-1.4215253e-05,-3.347608e-05,6.994027e-05,-8.642881e-06,-8.438703e-06,3.344092e-06,1.349346e-05
1978-09-01,6.874674e-06,-1.24031685e-05,-1.9813142e-05,-5.4982873e-05,9.399079e-05,5.249756e-06,-6.2182626e-06,4.4500557e-06,1.2064211e-05
1978-10-01,5.9558733e-06,-6.941398e-06,6.03524e-05,-3.534771e-05,9.6338845e-05,1.5331065e-05,-4.099911e-06,3.2334938e-06,1.2855402e-05
1978-11-01,-2.0836487e-06,-5.860955e-06,0.00023218553,-6.361792e-05,7.161624e-05,4.7472146e-05,2.5614063e-06,3.1058808e-06,9.733172e-06
1978-12-01,-6.643637e-06,-7.681545e-06,6.415522e-05,-3.680249e-05,3.4277116e-05,4.301425e-05,8.5141437e-07,2.825138e-06,1.4531364e-05
1979-01-01,-4.0821724e-06,-1.3545647e-05,8.8575354e-05,-2.7952086e-05,3.76416e-05,5.5191267e-05,3.623798e-06,2.550707e-06,1.0636904e-05
1979-02-01,-8.509724e-06,-1.6257942e-05,0.00010262692,-5.0985505e-05,4.6496705e-05,4.889637e-05,-7.108101e-07,3.6068996e-06,1.1431162e-05
1979-03-01,-1.1754342e-05,-7.225397e-06,0.0001880094,-8.3921754e-05,7.3433795e-05,5.8503483e-05,-4.1751155e-06,-7.2770854e-07,-4.056823e-06
1979-04-01,-1.2818982e-05,-1.339355e-05,0.00010650525,-4.92449e-05,5.9686416e-05,2.9462455e-05,-5.8819205e-06,2.9985313e-06,5.5333912e-06
1979-05-01,-5.670685e-06,-1.7839011e-06,0.00011481113,-2.5729863e-05,6.2719795e-05,1.9424417e-05,-2.0965344e-06,2.415516e-06,1.1862088e-05
1979-06-01,3.0407791e-06,-7.3774863e-06,7.16594e-05,-1.7998547e-05,7.587571e-05,1.2622546e-05,-1.2421853e-05,2.3986177e-06,9.749707e-06
1979-07-01,7.5095886e-07,-4.445501e-06,3.6779747e-05,-4.954063e-05,0.00010282971,1.43040015e-05,-1.3672387e-05,3.9955776e-06,1.1017135e-05
1979-08-01,-4.6313908e-06,-5.6791323e-06,2.4764517e-05,-4.7521196e-05,8.596445e-05,2.1028827e-06,-5.1130155e-06,5.5840865e-06,1.1203025e-05
1979-09-01,6.885315e-06,-5.763628e-06,5.9559676e-05,-5.944348e-05,7.836832e-05,1.2740838e-05,-5.628437e-06,3.9364313e-06,1.181984e-05
1979-10-01,6.3266634e-07,-8.019651e-06,5.033279e-05,-4.0474293e-05,9.691504e-05,1.25971965e-05,-1.2134569e-05,2.1113337e-06,9.030482e-07
1979-11-01,1.1734337e-06,-4.9102273e-06,8.767126e-05,-5.5717243e-05,9.237764e-05,4.2525426e-05,-3.897294e-07,3.378762e-06,4.223715e-06
1979-12-01,-6.3212974e-06,-1.1830391e-05,0.00013016393,-3.8218266e-05,8.6843196e-05,3.5377125e-05,-1.6233607e-06,3.2942662e-06,5.753078e-06
1980-01-01,-5.9973027e-06,-1.6127415e-05,0.00015243168,-7.729738e-05,2.7308652e-05,5.52058e-05,3.0606316e-07,4.9656956e-07,7.951276e-06
1980-02-01,-7.802992e-06,-2.0384876e-05,0.00022103149,-6.6189874e-05,4.1364903e-05,6.689312e-05,-4.1822204e-08,1.4905308e-06,1.621771e-05
1980-03-01,-4.2578686e-06,-1.1008517e-05,0.00015749258,-3.491326e-05,4.1472584e-05,5.868466e-05,-7.293129e-07,2.2774184e-06,7.942988e-06
1980-04-01,1.4822508e-06,-1.1944496e-05,0.00011664911,-5.721939e-05,0.00015469294,5.859355e-05,-5.6576973e-06,4.381298e-06,1.2266719e-05
1980-05-01,3.7435093e-06,-8.697556e-06,0.00015396404,-3.7878577e-05,0.00014752813,2.5809426e-05,-1.04535575e-05,3.461886e-06,1.1852571e-05
1980-06-01,-9.446667e-07,-1.0229916e-05,5.335869e-05,-3.761352e-05,0.000100315025,1.9431514e-05,-6.9746966e-06,5.317277e-06,1.3111581e-05
1980-07-01,-7.802992e-06,-7.281167e-06,-1.5327605e-06,-4.4480126e-05,0.00011868673,3.561283e-06,-1.2706529e-05,3.876041e-06,1.3815639e-05
1980-08-01,-3.2224925e-06,-1.9800427e-06,1.489243e-05,-4.274898e-05,7.344497e-05,5.1102033e-06,-1.0337593e-05,4.488982e-06,1.1363874e-05
1980-09-01,6.029615e-06,-1.1778837e-05,1.6648428e-05,-4.0322062e-05,7.541633e-05,5.5989003e-06,-4.075642e-06,2.086912e-06,1.2225304e-05
1980-10-01,9.89894e-08,-5.922753e-06,8.978733e-05,-5.3574862e-05,0.00010878854,2.035093e-05,-4.7879803e-06,9.769865e-07,7.089846e-06
1980-11-01,-2.7089482e-06,-1.2938457e-05,6.678543e-05,-6.985924e-05,8.8826506e-05,4.1679657e-05,-5.467191e-06,5.1267707e-06,6.2118415e-06
1980-12-01,-8.738971e-06,-4.224741e-06,8.740183e-05,-6.700161e-05,4.5663783e-05,4.39492e-05,-5.376074e-06,6.1041646e-06,1.2117627e-05
1981-01-01,-1.0857002e-05,-2.0156273e-05,7.570285e-05,-5.564515e-05,5.9937425e-05,3.764751e-05,1.9003273e-06,3.016903e-06,1.4949299e-05
1981-02-01,-1.1665274e-05,-9.798758e-06,0.00016751229,-7.2102186e-05,2.973147e-05,5.8254223e-05,-2.1617598e-07,2.091976e-06,5.1500683e-06
1981-03-01,-8.857161e-06,-1.5123333e-05,0.00011351654,-5.967817e-05,5.229636e-05,5.0454837e-05,-3.399262e-06,7.349896e-06,9.691379e-06
1981-04-01,-7.2906187e-06,-7.2572875e-06,0.00017591997,-4.485433e-05,8.389387e-05,3.376448e-05,8.170755e-07,3.2752178e-06,2.425284e-06
1981-05-01,-5.1614916e-07,-3.3659308e-06,0.000103017366,-6.4069485e-05,0.0001478555,1.5382597e-05,-1.8743813e-06,3.1502277e-06,6.366641e-06
1981-06-01,-4.6075e-06,-5.774069e-06,0.000105275525,-2.6789086e-05,8.811854e-05,1.5657573e-05,-5.507427e-06,3.4085388e-06,1.3941044e-05
1981-07-01,-1.7327257e-06,-8.207215e-06,1.8990646e-05,-4.9220653e-05,0.000108025306,4.250138e-06,-3.7658974e-06,2.983572e-06,1.309111e-05
1981-08-01,-6.4114283e-07,-4.4325134e-06,3.2647906e-05,-4.9603957e-05,9.477635e-05,3.0668998e-06,-2.2076856e-06,3.3668766e-06,1.0041349e-05
1981-09-01,7.546623e-08,-9.598771e-06,1.9665593e-05,-4.2712833e-05,8.576873e-05,5.1334027e-06,-5.982387e-06,4.3501313e-06,1.1849541e-05
1981-10-01,1.9212894e-07,-4.7158246e-06,6.375379e-05,-4.619589e-05,0.000118982774,3.4956058e-05,-7.0780516e-07,3.450201e-06,1.4124362e-05
1981-11-01,-1.0077783e-06,-1.537332e-05,9.405974e-05,-6.416115e-05,8.361056e-05,3.9564027e-05,2.8669165e-06,4.19181e-06,1.3666064e-05
1981-12-01,-5.299109e-06,-7.615592e-06,8.8726825e-05,-6.448612e-05,4.801336e-05,4.7896705e-05,3.933499e-06,5.700025e-06,7.416558e-06
1982-01-01,-8.01382e-06,-1.2197903e-05,7.47656e-05,-7.253623e-05,4.049398e-05,3.6662153e-05,2.5967238e-06,2.167144e-06,1.3800083e-05
1982-02-01,-7.1632603e-06,1.6344711e-06,0.00019047638,-3.9080805e-05,5.217846e-05,4.587228e-05,3.9455917e-06,8.612333e-07,1.0346284e-05
1982-03-01,-6.7336805e-06,-1.1519165e-05,0.00014762182,-3.4707715e-05,5.0606213e-05,4.948931e-05,-1.869339e-07,8.268689e-07,9.35826e-06
1982-04-01,-9.929732e-06,-3.477493e-06,0.00013198522,-6.198583e-05,5.4755925e-05,2.8182309e-05,-4.1991807e-06,4.211928e-06,3.232497e-06
1982-05-01,-2.9534058e-06,-3.5876292e-07,5.373353e-05,-4.71053e-05,0.00010621062,1.7786555e-05,-9.732132e-06,8.18276e-07,1.131713e-05
1982-06-01,2.4248875e-06,-6.5017157e-06,0.00012475115,-3.1442934e-05,0.00015178011,2.0870913e-05,-5.7542493e-06,6.0934763e-06,1.5758953e-05
1982-07-01,2.75996e-06,-5.462134e-06,5.4601274e-05,-2.6640264e-05,0.00015193477,9.882344e-06,-6.4329797e-06,5.0882663e-06,1.3044028e-05
1982-08-01,5.1756797e-07,-6.3298794e-06,2.1068518e-05,-3.035181e-05,0.00011910651,-4.663125e-06,-4.0874947e-06,3.81672e-06,1.3035435e-05
1982-09-01,-2.6870694e-06,-6.1924147e-06,6.707618e-05,-4.5335444e-05,0.00013022395,-2.661298e-06,-2.0341176e-06,6.471506e-06,1.0183045e-05
1982-10-01,-3.056506e-06,-7.841991e-06,5.9378166e-05,-4.0017287e-05,0.00010746498,2.4986257e-05,-4.233545e-06,-2.5238332e-06,1.2202057e-05
1982-11-01,-2.7386195e-06,-7.2148105e-06,0.00017843964,-5.8368794e-05,0.00010936371,3.6327085e-05,2.5022164e-06,1.4884135e-06,5.7669968e-06
1982-12-01,-3.297071e-06,6.206683e-07,0.00019864693,-7.620483e-05,4.7186782e-05,3.3328637e-05,8.784118e-07,8.009389e-06,5.1827737e-06
1983-01-01,-8.854648e-06,-7.333412e-06,0.00018582851,-8.288222e-05,6.485131e-05,4.471886e-05,-4.3135879e-07,2.2633976e-06,1.1408189e-05
1983-02-01,-8.333078e-06,-1.6765061e-05,0.00013923529,-5.7073416e-05,4.3371485e-05,4.7770023e-05,7.4216587e-07,1.2463461e-06,9.043757e-06
1983-03-01,-1.1844957e-05,-1.476573e-05,0.00020908166,-5.964647e-05,7.741235e-05,5.0516937e-05,1.3367026e-07,5.262402e-06,1.22600795e-05
1983-04-01,-1.4078996e-05,1.7418351e-06,0.00015476927,-6.288018e-05,0.000102908234,5.823611e-05,1.7766033e-06,2.0460793e-06,6.618473e-06
1983-05-01,4.7408357e-06,-1.1401626e-05,0.00010728938,-2.868284e-05,0.00012383172,1.1834134e-05,-4.038855e-06,4.9581577e-06,1.45288905e-05
1983-06-01,3.3326105e-06,-1.0636661e-05,7.9881094e-05,-3.580222e-05,0.00013523662,2.1109314e-05,-6.9509297e-06,5.1059324e-06,1.5267775e-05
1983-07-01,8.443956e-06,-7.933213e-06,1.1138713e-05,-2.6666119e-05,0.000104090446,2.380407e-05,6.9870293e-07,1.0973548e-05,1.6041431e-05
1983-08-01,4.114958e-06,-4.829897e-06,-1.21752855e-05,-3.556751e-05,0.0001280564,1.5485093e-05,-5.994727e-06,5.705733e-06,1.3546607e-05
1983-09-01,3.6194688e-06,-1.7613493e-06,-9.715233e-06,-4.7224512e-05,9.682329e-05,1.0930085e-05,-4.847283e-06,4.4192057e-06,1.1677665e-05
1983-10-01,3.5064659e-06,-1.743967e-06,3.4982964e-05,-4.2486954e-05,8.619204e-05,6.57501e-06,-1.4104444e-08,2.4024848e-06,6.314229e-06
1983-11-01,-2.335073e-06,-9.941239e-06,0.000109879824,-6.500991e-05,3.5973942e-05,3.155802e-05,-4.343103e-06,2.5850313e-06,7.92239e-06
1983-12-01,-4.1866333e-06,-1.1236461e-05,9.001686e-05,-8.532489e-05,3.7060534e-05,6.444275e-05,-1.8308929e-06,5.6274985e-06,3.9497972e-06
1984-01-01,-8.610994e-06,-1.0177027e-05,0.00011407279,-5.808463e-05,3.7361606e-05,6.70671e-05,2.088891e-06,-2.7076094e-06,9.623902e-06
1984-02-01,-6.782582e-06,-1.2398996e-05,0.000117705014,-6.976841e-05,4.010012e-05,6.484513e-05,3.3679535e-06,2.2446693e-06,2.768793e-07
1984-03-01,-1.0873955e-05,-7.0777533e-06,0.00017751777,-5.5559292e-05,7.072392e-05,5.214466e-05,-3.658708e-06,-1.5187325e-06,9.377931e-06
1984-04-01,-1.0677177e-05,-1.0177027e-05,0.00014765648,-6.5709835e-05,6.259037e-05,3.8804654e-05,-2.21566e-06,4.622423e-06,2.982597e-06
1984-05-01,-1.3137542e-06,-8.348623e-06,0.00020264814,-6.895669e-05,0.00014520495,1.5428894e-05,-4.3556356e-06,-5.413327e-06,6.0244784e-06
1984-06-01,1.2607779e-06,-1.3268109e-05,8.881943e-05,-4.0784435e-05,0.00014495077,7.729897e-06,-5.946269e-06,3.6467245e-06,1.1542499e-05
1984-07-01,-1.8548963e-06,3.2607204e-07,3.5131437e-05,-3.9743143e-05,0.000119221855,4.8274014e-06,-9.586693e-06,2.2036766e-06,1.309214e-05
1984-08-01,-1.8385035e-06,-5.9134763e-06,-2.4533729e-05,-4.6991183e-05,7.6496115e-05,9.649375e-08,-5.8232836e-06,3.6303245e-06,1.4223624e-05
1984-09-01,3.3105607e-06,-7.823874e-06,3.7755162e-05,-5.2902767e-05,0.00011612258,2.6981488e-05,-1.1333759e-06,4.351852e-06,8.6154105e-06
1984-10-01,2.7940187e-06,-4.1178646e-06,1.2165634e-05,-5.44852e-05,0.00011510588,2.1971813e-05,-6.848175e-06,2.1216838e-06,7.295348e-06
1984-11-01,-6.889175e-06,-1.1169126e-05,0.00012383798,-7.926301e-05,9.328796e-05,4.1551368e-05,2.720226e-06,-6.332266e-07,3.3597535e-06
1984-12-01,-9.316122e-06,-3.1749587e-06,0.00024439,-6.3151696e-05,6.374645e-05,6.623899e-05,1.8347127e-06,2.1790765e-06,1.0419222e-05
1985-01-01,-1.1935641e-05,-1.5288053e-05,0.00010087983,-4.2643012e-05,4.93063e-05,5.084426e-05,7.309354e-07,2.1133674e-06,1.4918187e-05
1985-02-01,-8.064817e-06,-1.0198957e-05,0.00024183652,-2.7263406e-05,3.3771168e-05,5.040361e-05,-2.92388e-06,3.2452372e-06,9.397081e-06
1985-03-01,-7.701929e-06,-9.798314e-07,0.0002140582,-3.9722618e-05,7.2064664e-05,5.571735e-05,-2.0080188e-06,3.3748438e-06,8.826828e-06
1985-04-01,-6.4058986e-06,-2.0166626e-06,0.00013952758,-5.6216813e-05,6.624115e-05,3.7728394e-05,-7.77105e-06,5.6385834e-06,1.0074218e-06
1985-05-01,3.4526092e-06,-9.628704e-06,0.00017249005,-5.754741e-05,9.645603e-05,2.1070031e-05,-7.3304036e-06,5.149268e-07,1.3271128e-06
1985-06-01,-8.588686e-07,-1.2471333e-05,0.00013265859,-9.360854e-06,9.510815e-05,1.8382922e-05,-1.1952921e-05,2.0442458e-06,1.1686745e-05
1985-07-01,-2.1549058e-06,-1.0259435e-05,2.5281042e-06,-4.548565e-05,8.598407e-05,1.6395668e-05,-1.0726013e-05,2.8305076e-06,1.1565782e-05
1985-08-01,1.3962344e-06,1.9524305e-07,1.7648501e-05,-4.3066386e-05,8.602727e-05,-4.4100016e-06,-7.710572e-06,3.0897136e-06,7.885043e-06
1985-09-01,-6.4404594e-06,-8.781957e-06,-1.9530402e-05,-5.6752513e-05,0.00010384343,1.1634904e-05,-6.846545e-06,3.253881e-06,1.0520314e-05
1985-10-01,3.193396e-06,-1.4982434e-06,7.063903e-05,-4.6876725e-05,0.00013340166,1.5885897e-05,-4.62601e-06,4.463509e-06,6.770453e-06
1985-11-01,-5.351787e-06,-7.1835166e-06,0.00013913012,-5.546512e-05,6.987869e-05,4.2333635e-05,-5.3863478e-06,6.704504e-07,-4.60873e-06
1985-12-01,-5.585076e-06,-1.2143006e-05,0.00019214657,-6.0588776e-05,5.7099787e-05,4.2195392e-05,-4.5050474e-06,3.4094046e-06,5.5089768e-06
1986-01-01,-7.161674e-06,-5.5084747e-06,9.145309e-05,-4.6742287e-05,4.3081647e-05,5.7636815e-05,-4.546295e-06,-2.4382462e-06,4.0433515e-06
1986-02-01,-1.0459327e-05,-6.4094274e-06,9.078831e-05,-8.0873455e-05,3.800833e-05,5.8966372e-05,-1.7122366e-06,-2.263303e-06,6.0027014e-06
1986-03-01,-7.940165e-06,-3.4791447e-06,0.00019104753,-5.0940893e-05,4.93883e-05,4.4437445e-05,-4.001704e-07,4.5506895e-06,5.5041237e-06
1986-04-01,-9.864525e-06,-9.462165e-06,0.00018508201,-5.5987963e-05,9.391977e-05,4.60819e-05,-6.304457e-06,1.4542165e-06,5.705304e-06
1986-05-01,-1.0870441e-05,-9.949727e-07,0.00015117826,-3.6919293e-05,0.000101512254,8.574352e-06,-5.8408623e-06,4.8305956e-06,1.3437733e-05
1986-06-01,1.9385763e-05,-4.4150875e-06,0.0001101019,-1.985371e-05,0.00012833085,5.8277656e-06,-1.2223973e-06,4.769361e-06,1.010509e-05
1986-07-01,2.8434442e-08,-1.5722835e-06,-1.30134795e-05,-2.2329143e-05,7.9145924e-05,5.2154646e-06,-9.917014e-06,4.559435e-06,1.6884092e-05
1986-08-01,1.2388082e-05,-5.665919e-06,6.5012864e-06,-3.7347905e-05,0.00013136609,1.017507e-05,-6.9779853e-06,8.661824e-06,1.2737968e-05
1986-09-01,1.6553968e-06,7.981798e-07,7.962051e-06,-3.3315497e-05,0.00010515979,3.212379e-06,-5.7009092e-06,4.5069537e-06,8.093259e-06
1986-10-01,-3.4441618e-06,-6.6893335e-06,8.617859e-05,-2.6422778e-05,9.2607705e-05,2.8412767e-05,-1.143026e-05,3.710964e-06,1.106727e-05
1986-11-01,-4.7649737e-06,3.870664e-07,0.00016148234,-4.2246284e-05,0.00013019398,3.8865546e-05,-3.6365964e-06,-3.6803322e-06,6.1076717e-06
1986-12-01,-7.651513e-06,-1.1578959e-05,9.844202e-05,-4.612124e-05,3.0127198e-05,4.6580484e-05,8.856514e-07,7.2170224e-08,7.1485774e-06
1987-01-01,-4.981048e-06,-9.001233e-06,0.00011497496,-3.210413e-05,3.795945e-05,4.9554787e-05,1.0667864e-06,2.153538e-07,3.7088757e-06
1987-02-01,-1.2082201e-05,-1.4899844e-05,0.0001011062,-4.832531e-05,3.6765683e-05,4.5174715e-05,5.752372e-07,-1.5928526e-06,6.7108485e-06
1987-03-01,-1.1853983e-05,-6.5346976e-06,0.00016111931,-7.151599e-05,5.109966e-05,5.6111723e-05,-3.3308388e-06,5.4293014e-06,7.946801e-07
1987-04-01,-9.39623e-06,-9.580559e-06,0.00015552792,-5.8121223e-05,7.857385e-05,4.118964e-05,-2.6198468e-06,2.4799956e-06,5.833077e-06
1987-05-01,1.7777784e-06,-1.1336095e-05,0.00012188301,-2.6635622e-05,0.00010313385,2.4652458e-05,-2.4091787e-06,2.049892e-06,9.098381e-06
1987-06-01,9.256379e-06,-8.623792e-06,0.00014724178,-2.747828e-05,5.3794414e-05,2.6153444e-05,-1.6104095e-06,4.928974e-06,1.3065899e-05
1987-07-01,1.5671176e-06,-3.3659526e-06,8.057516e-05,-3.903851e-05,0.00014472258,2.5091344e-05,-7.1491377e-06,5.9032973e-06,1.3873447e-05
1987-08-01,-2.3126267e-06,-1.7420753e-06,6.409065e-05,-3.8406513e-05,0.000118266595,1.33467875e-05,-1.0581214e-05,3.831763e-06,1.3127345e-05
1987-09-01,3.6825404e-06,-6.9735834e-06,6.35991e-05,-4.9045084e-05,9.639257e-05,6.886399e-06,-7.772353e-06,4.2443135e-06,1.013415e-05
1987-10-01,-3.551977e-07,-5.3321564e-06,0.00012507809,-2.993604e-05,0.0001003162,3.3509154e-05,-2.6988419e-06,2.1464439e-06,8.957937e-06
1987-11-01,-2.60229e-06,-9.457668e-06,0.000116897274,-6.749581e-05,6.837417e-05,4.67547e-05,-8.555289e-07,1.3037861e-06,7.843169e-06
1987-12-01,-7.746021e-06,-1.3899182e-05,0.0001530526,-4.7921538e-05,4.9142232e-05,2.5363453e-05,-4.234942e-06,6.482627e-06,1.4900437e-05
1988-01-01,-7.453138e-06,-1.277023e-05,0.00015059944,-4.7958278e-05,5.5074295e-05,6.0970713e-05,-2.136043e-06,1.3240351e-06,3.2445387e-06
1988-02-01,-1.169094e-05,-5.310427e-06,0.00016511432,-5.7092566e-05,2.9734772e-05,5.769316e-05,-1.8820938e-06,-2.3185712e-06,3.9984516e-06
1988-03-01,-1.1048127e-05,-1.1452863e-05,0.0002191582,-6.53539e-05,5.4812408e-05,5.6074226e-05,-4.302561e-06,3.0302654e-06,1.0498006e-05
1988-04-01,-1.0825919e-05,-8.889547e-06,0.00011068156,-4.9791484e-05,8.38104e-05,4.1519674e-05,-9.04033e-06,4.272697e-07,-4.913629e-06
1988-05-01,3.331832e-06,-1.3460656e-05,0.00021084926,-5.3124586e-05,8.784188e-05,2.504462e-05,-8.186762e-07,4.748872e-07,6.4665364e-06
1988-06-01,9.5104406e-07,-1.1429052e-05,9.130989e-05,-5.6179935e-05,9.594449e-05,7.4902746e-06,-5.3659787e-06,1.5144979e-06,8.879069e-06
1988-07-01,5.458671e-06,-6.0167295e-06,8.633055e-06,-2.9665887e-05,0.00010301543,2.1695645e-05,-6.5563727e-06,1.5065634e-06,1.1537617e-05
1988-08-01,-2.7902934e-07,-1.659886e-06,3.79212e-06,-5.0688246e-05,0.00011357026,1.0974163e-05,-2.032877e-06,2.7525057e-06,4.8237926e-06
1988-09-01,4.6174573e-06,-2.234774e-07,1.45136e-05,-4.9561346e-05,8.5096035e-05,9.101277e-06,-5.5881865e-06,4.8237926e-06,8.712414e-06
1988-10-01,-3.3014658e-08,-6.9531707e-06,7.746957e-05,-4.654568e-05,6.887493e-05,-2.4058681e-06,-4.218782e-07,2.2093445e-07,6.680806e-06
1988-11-01,-4.548576e-06,-6.4690794e-06,4.411122e-06,-7.4702475e-05,4.2099e-05,1.887838e-05,-4.2390748e-06,2.935034e-06,5.665006e-06
1988-12-01,-1.1286207e-05,-9.484742e-06,0.00012910887,-4.605365e-05,3.197271e-05,3.5543897e-05,3.3159595e-06,4.014324e-06,8.3711675e-06
1989-01-01,-9.082723e-06,-6.2180334e-06,0.00024073452,-2.7957765e-05,2.123112e-05,4.5975285e-05,1.0433723e-08,3.12466e-06,1.225774e-05
1989-02-01,-8.084578e-06,-7.934854e-06,0.00022598184,-4.509602e-05,1.0720585e-05,4.8560498e-05,3.7974678e-07,5.494221e-07,1.0770498e-05
1989-03-01,-1.2127086e-05,6.193004e-07,0.00016174084,-9.99045e-05,4.8620386e-05,4.5186745e-05,2.0566367e-06,-3.9721926e-06,-4.1618478e-06
1989-04-01,-6.597329e-06,-9.032825e-06,0.00020361328,-6.0986582e-05,5.0427036e-05,4.879007e-05,-1.0230608e-05,2.6954513e-06,-9.977084e-07
1989-05-01,3.298337e-07,-7.4757118e-06,0.00015272755,-3.9296763e-05,8.481334e-05,1.5811158e-05,-9.8113815e-06,3.298337e-07,1.7971179e-06
1989-06-01,6.198963e-06,-7.984767e-06,9.496453e-05,-4.6563306e-05,8.694938e-05,1.1638884e-05,8.488714e-07,3.943147e-06,1.0341289e-05
1989-07-01,1.38847245e-05,-6.6871726e-06,2.5473259e-05,-3.215998e-05,0.000103987826,1.641005e-05,-3.3333781e-06,3.753492e-06,1.4313933e-05
1989-08-01,-8.9392415e-08,-8.154442e-06,7.716153e-06,-5.3869764e-05,0.00010262035,-1.1673983e-06,-7.615454e-06,1.9168947e-06,1.1868462e-05
1989-09-01,2.136483e-06,-3.6627753e-06,1.0920216e-05,-4.2969958e-05,9.48248e-05,3.074747e-06,1.6374106e-06,3.434092e-06,1.0820404e-05
1989-10-01,3.1945237e-06,-6.0383754e-06,3.728139e-05,-7.0628725e-05,8.95845e-05,7.5963762e-06,-8.533752e-06,2.1564483e-06,7.925766e-06
1989-11-01,-4.241694e-06,-9.062773e-06,0.00014119889,-7.008972e-05,5.5168253e-05,4.7063266e-05,5.7936995e-07,1.021153e-05,4.8115326e-06
1989-12-01,-1.19973265e-05,-1.5870159e-05,8.32163e-05,-4.698253e-05,5.61165e-05,3.174165e-05,-4.786707e-07,3.2344542e-06,1.4353856e-05
1990-01-01,-7.930634e-06,-4.4131193e-06,0.00027981386,-6.1293526e-05,4.513218e-05,4.8966438e-05,3.5304656e-06,2.5302252e-06,1.0923919e-05
1990-02-01,-1.0056152e-05,-7.6222277e-06,0.000115532515,-5.8434503e-05,5.2000505e-05,4.7141e-05,2.6300768e-07,2.1634696e-06,7.514762e-06
1990-03-01,-8.905874e-06,-3.53808e-07,0.00012146728,-6.31023e-05,7.911539e-05,4.74244e-05,1.213084e-07,6.964474e-07,6.847935e-06
1990-04-01,-5.438371e-06,-5.888476e-06,0.00021589009,-8.0931604e-05,0.00010521336,4.494047e-05,1.7717066e-06,4.2889806e-06,2.78862e-06
1990-05-01,-1.2956989e-06,-1.25817605e-05,8.333307e-05,-3.557898e-05,7.740664e-05,1.7325463e-05,-8.780844e-06,3.1887175e-06,1.05571635e-05
1990-06-01,3.4471122e-06,-9.139265e-06,6.530372e-05,-2.6801863e-05,6.458688e-05,1.6575283e-05,-7.938972e-06,6.1144237e-06,1.6150181e-05
1990-07-01,4.4638728e-07,-2.6960406e-06,-6.421942e-06,-3.7796184e-05,7.854025e-05,1.530831e-05,-7.638897e-06,4.213962e-06,1.4166366e-05
1990-08-01,1.2149212e-05,-3.7462924e-06,-7.2888142e-06,-3.1236268e-05,9.8144985e-05,-1.9875333e-06,-3.629597e-06,4.3639993e-06,1.3599565e-05
1990-09-01,2.5969057e-06,-1.0131167e-05,1.5550035e-05,-5.2891497e-05,8.6392145e-05,8.690044e-06,-1.2881836e-05,3.6221536e-06,1.217422e-05
1990-10-01,3.3387514e-06,7.2897055e-06,4.5573954e-05,-9.947791e-06,8.729236e-05,2.6644382e-05,-4.346439e-06,-5.2051473e-07,7.781491e-06
1990-11-01,1.1965676e-06,-6.7470173e-06,5.6118166e-05,-3.771283e-05,8.144095e-05,3.451295e-05,2.9553266e-06,-1.0373042e-06,5.247548e-06
1990-12-01,-6.7553556e-06,-4.1547246e-06,8.0890815e-05,-8.721646e-05,6.291147e-05,4.131459e-05,5.680984e-06,2.2301501e-06,5.8310216e-06
1991-01-01,-5.5820565e-06,-1.2566961e-05,0.00014389664,-5.7045654e-05,5.811819e-05,5.0088158e-05,-7.8319863e-07,3.736961e-06,9.816089e-06
1991-02-01,-8.403884e-06,-7.4458585e-06,0.00013780882,-5.8517537e-05,3.571772e-05,6.224642e-05,-2.4989422e-06,2.3434623e-06,7.351344e-06
1991-03-01,-5.6604404e-06,-8.316791e-06,0.000165731,-3.9835963e-05,5.157746e-05,5.182132e-05,4.015659e-06,-1.201246e-06,4.4249973e-06
1991-04-01,5.057882e-07,-8.464849e-06,0.00016587035,-6.745333e-05,9.7589e-05,4.680473e-05,-3.3350443e-06,-2.548768e-08,4.9214286e-06
1991-05-01,-1.3841418e-06,-8.760973e-06,0.00019718049,-4.670764e-05,0.00012529346,3.220785e-05,-4.118883e-06,6.277187e-07,8.248404e-06
1991-06-01,1.0077369e-05,-6.7665314e-06,6.251641e-05,-3.9365652e-05,0.00010047179,1.2881785e-05,-3.2914977e-06,4.573056e-06,1.2916622e-05
1991-07-01,2.1866945e-06,-1.0328658e-05,6.720205e-05,-2.5395842e-05,9.204984e-05,1.5442332e-05,-6.113325e-06,4.1550084e-06,1.06521875e-05
1991-08-01,2.552486e-06,-6.6184657e-06,-3.866313e-06,-1.6590682e-05,0.0001249538,4.660149e-06,-9.779964e-06,4.7298236e-06,9.2499795e-06
